STATION_ID,Year,VALUE,Elevation,Latitude,Longitude,Basin #,Basin Name,Area,Volume
BIS,1958,0.010075333333333334,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,17613239.557550002
BIS,1959,0.008424333333333332,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,14727036.436774999
BIS,1960,0.008720666666666666,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,15245072.89435
BIS,1961,0.0047413333333333335,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,8288583.3212
BIS,1962,0.016382999999999998,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,28640015.583074998
BIS,1963,0.014456833333333334,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,25272778.6088375
BIS,1964,0.005715,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,9990703.110375
BIS,1965,0.013885333333333331,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,24273708.297799997
BIS,1966,0.013821833333333334,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,24162700.4854625
BIS,1967,0.009228666666666665,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,16133135.393049996
BIS,1968,0.0038523333333333335,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,6734473.948475
BIS,1969,0.03617383333333333,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,63237450.428262495
BIS,1970,0.015113000000000001,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,26419859.336325
BIS,1971,0.007768166666666666,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,13579955.7092875
BIS,1972,0.005164666666666666,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,9028635.40345
BIS,1973,0.016319499999999997,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,28529007.770737495
BIS,1974,0.0113665,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,19870398.4084125
BIS,1975,0.0053974999999999995,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,9435664.048687499
BIS,1976,0.009863666666666666,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,17243213.516425
BIS,1977,0.0167005,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,29195054.6447625
BIS,1978,0.010075333333333334,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,17613239.557550002
BIS,1979,0.005609166666666666,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,9805690.089812499
BIS,1980,0.018923000000000002,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,33080328.076575004
BIS,1981,0.027326166666666662,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,47770361.90923749
BIS,1982,0.03572933333333333,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,62460395.74189999
BIS,1983,0.01771072727272727,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,30961088.022859085
BIS,1984,0.013673666666666666,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,23903682.256674998
BIS,1985,0.008805333333333333,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,15393083.310800001
BIS,1986,0.017250833333333333,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,30157122.3516875
BIS,1987,0.010117666666666667,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,17687244.765775003
BIS,1988,0.007365999999999999,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,12876906.23115
BIS,1989,0.004042833333333333,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,7067497.3854875
BIS,1990,0.007111999999999999,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,12432874.9818
BIS,1991,0.0097155,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,16984195.287637502
BIS,1992,0.010541,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,18427296.848025
BIS,1993,0.012297833333333332,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,21498512.989362497
BIS,1994,0.010075333333333334,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,17613239.557550002
BIS,1995,0.025124833333333332,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,43922091.0815375
BIS,1996,0.0159385,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,27862960.8967125
BIS,1997,0.009757833333333334,4140,37.35,-118.4,11001,OWENS RIVER,1748154525.0,17058200.4958625
