STATION_ID,DURATION,SENSOR_NUMBER,SENS_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
BIS,M,2,RAIN,1946-01-01 00:00,1946-04-30 00:00,0.02,,INCHES
BIS,M,2,RAIN,1946-02-01 00:00,1946-05-31 00:00,0.18,,INCHES
BIS,M,2,RAIN,1946-03-01 00:00,1946-06-30 00:00,1.24,,INCHES
BIS,M,2,RAIN,1946-04-01 00:00,1946-07-31 00:00,0.15,,INCHES
BIS,M,2,RAIN,1946-05-01 00:00,1946-08-31 00:00,0.08,,INCHES
BIS,M,2,RAIN,1946-06-01 00:00,1946-09-30 00:00,0.00,,INCHES
BIS,M,2,RAIN,1946-07-01 00:00,1946-10-31 00:00,0.07,,INCHES
BIS,M,2,RAIN,1946-08-01 00:00,1946-11-30 00:00,0.22,,INCHES
BIS,M,2,RAIN,1946-09-01 00:00,1946-12-31 00:00,0.18,,INCHES
BIS,M,2,RAIN,1946-10-01 00:00,1946-01-31 00:00,0.43,,INCHES
BIS,M,2,RAIN,1946-11-01 00:00,1946-02-28 00:00,2.18,,INCHES
BIS,M,2,RAIN,1946-12-01 00:00,1946-03-31 00:00,0.90,,INCHES
BIS,M,2,RAIN,1947-01-01 00:00,1947-04-30 00:00,0.00,,INCHES
BIS,M,2,RAIN,1947-02-01 00:00,1947-05-31 00:00,0.19,,INCHES
BIS,M,2,RAIN,1947-03-01 00:00,1947-06-30 00:00,0.05,,INCHES
BIS,M,2,RAIN,1947-04-01 00:00,1947-07-31 00:00,0.33,,INCHES
BIS,M,2,RAIN,1947-05-01 00:00,1947-08-31 00:00,0.02,,INCHES
BIS,M,2,RAIN,1947-06-01 00:00,1947-09-30 00:00,0.02,,INCHES
BIS,M,2,RAIN,1947-07-01 00:00,1947-10-31 00:00,0.14,,INCHES
BIS,M,2,RAIN,1947-08-01 00:00,1947-11-30 00:00,0.01,,INCHES
BIS,M,2,RAIN,1947-09-01 00:00,1947-12-31 00:00,0.00,,INCHES
BIS,M,2,RAIN,1947-10-01 00:00,1947-01-31 00:00,0.05,,INCHES
BIS,M,2,RAIN,1947-11-01 00:00,1947-02-28 00:00,0.02,,INCHES
BIS,M,2,RAIN,1947-12-01 00:00,1947-03-31 00:00,0.12,,INCHES
BIS,M,2,RAIN,1948-01-01 00:00,1948-04-29 00:00,0.00,,INCHES
BIS,M,2,RAIN,1948-02-01 00:00,1948-05-30 00:00,0.00,,INCHES
BIS,M,2,RAIN,1948-03-01 00:00,1948-06-29 00:00,0.05,,INCHES
BIS,M,2,RAIN,1948-04-01 00:00,1948-07-30 00:00,0.56,,INCHES
BIS,M,2,RAIN,1948-05-01 00:00,1948-08-30 00:00,0.32,,INCHES
BIS,M,2,RAIN,1948-06-01 00:00,1948-09-29 00:00,0.43,,INCHES
BIS,M,2,RAIN,1948-07-01 00:00,1948-10-30 00:00,0.00,,INCHES
BIS,M,2,RAIN,1948-08-01 00:00,1948-11-29 00:00,0.00,,INCHES
BIS,M,2,RAIN,1948-09-01 00:00,1948-12-30 00:00,0.00,,INCHES
BIS,M,2,RAIN,1948-10-01 00:00,1948-01-31 00:00,0.23,,INCHES
BIS,M,2,RAIN,1948-11-01 00:00,1948-02-29 00:00,0.00,,INCHES
BIS,M,2,RAIN,1948-12-01 00:00,1948-03-31 00:00,0.36,,INCHES
BIS,M,2,RAIN,1949-01-01 00:00,1949-05-01 00:00,0.73,,INCHES
BIS,M,2,RAIN,1949-02-01 00:00,1949-06-01 00:00,0.55,,INCHES
BIS,M,2,RAIN,1949-03-01 00:00,1949-07-01 00:00,0.29,,INCHES
BIS,M,2,RAIN,1949-04-01 00:00,1949-08-01 00:00,0.02,,INCHES
BIS,M,2,RAIN,1949-05-01 00:00,1949-09-01 00:00,0.74,,INCHES
BIS,M,2,RAIN,1949-06-01 00:00,1949-10-01 00:00,0.00,,INCHES
BIS,M,2,RAIN,1949-07-01 00:00,1949-11-01 00:00,0.05,,INCHES
BIS,M,2,RAIN,1949-08-01 00:00,1949-12-01 00:00,0.05,,INCHES
BIS,M,2,RAIN,1949-09-01 00:00,1949-01-01 00:00,0.00,,INCHES
BIS,M,2,RAIN,1949-10-01 00:00,1949-01-31 00:00,0.00,,INCHES
BIS,M,2,RAIN,1949-11-01 00:00,1949-02-28 00:00,1.59,,INCHES
BIS,M,2,RAIN,1949-12-01 00:00,1949-03-31 00:00,0.06,,INCHES
BIS,M,2,RAIN,1950-01-01 00:00,1950-04-30 00:00,0.42,,INCHES
BIS,M,2,RAIN,1950-02-01 00:00,1950-05-31 00:00,0.65,,INCHES
BIS,M,2,RAIN,1950-03-01 00:00,1950-06-30 00:00,0.43,,INCHES
BIS,M,2,RAIN,1950-04-01 00:00,1950-07-31 00:00,0.10,,INCHES
BIS,M,2,RAIN,1950-05-01 00:00,1950-08-31 00:00,0.00,,INCHES
